job_idx,rank,cv_id,candidate,experience_years,nb_skills,matched_skills,keyword_score,skills_score,experience_score,global_score,label,job_snippet
30,5,4,Candidat_4,3,9,"python, react, azure, git, deep learning, data science, api, rest",12.05,11.11,60.0,21.36,❌ Écarté,Mission passionnante pour un développeur backend expérimenté. Nous recherchons u...
31,1,4,Candidat_4,3,12,"sql, java, javascript, typescript, react, angular, git, postgresql",52.34,8.33,60.0,40.67,❌ Écarté,Mission passionnante pour un expert en DevOps et MLOps chez un leader de l'indus...
31,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",37.46,41.67,20.0,35.23,❌ Écarté,Mission passionnante pour un expert en DevOps et MLOps chez un leader de l'indus...
31,3,3,Candidat_3,7,10,"python, sql, java, angular, node, docker, aws, linux",9.14,60.0,60.0,34.57,❌ Écarté,Mission passionnante pour un expert en DevOps et MLOps chez un leader de l'indus...
31,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.21,33.33,60.0,27.6,❌ Écarté,Mission passionnante pour un expert en DevOps et MLOps chez un leader de l'indus...
31,5,2,Candidat_2,3,1,react,11.76,0.0,60.0,17.88,❌ Écarté,Mission passionnante pour un expert en DevOps et MLOps chez un leader de l'indus...
32,1,4,Candidat_4,7,4,"java, angular, api, rest",30.92,75.0,60.0,49.96,🔶 À évaluer,Mission passionnante pour un ingénieur en IA et développement logiciel chez notr...
32,2,3,Candidat_3,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",16.31,87.5,60.0,46.41,🔶 À évaluer,Mission passionnante pour un ingénieur en IA et développement logiciel chez notr...
32,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",12.64,66.67,60.0,38.32,❌ Écarté,Mission passionnante pour un ingénieur en IA et développement logiciel chez notr...
32,4,2,Candidat_2,1,6,"fastapi, machine learning, data science, data engineer, api, microservices",15.82,50.0,60.0,34.91,❌ Écarté,Mission passionnante pour un ingénieur en IA et développement logiciel chez notr...
32,5,1,Candidat_1,20,23,"sql, java, javascript, react, angular, node, kafka, docker",7.75,52.17,60.0,31.53,❌ Écarté,Mission passionnante pour un ingénieur en IA et développement logiciel chez notr...
33,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",80.71,40.0,60.0,64.35,🔶 À évaluer,Poste stratégique en développement logiciel chez une entreprise de technologie. ...
33,2,3,Candidat_3,2,5,"kubernetes, terraform, git, devops, ci/cd",55.28,0.0,60.0,39.64,❌ Écarté,Poste stratégique en développement logiciel chez une entreprise de technologie. ...
33,3,4,Candidat_4,4,8,"sql, java, javascript, react, angular, node, api, rest",3.6,25.0,60.0,21.3,❌ Écarté,Poste stratégique en développement logiciel chez une entreprise de technologie. ...
33,4,2,Candidat_2,2,10,"sql, angular, aws, azure, power bi, excel, mysql, data analyst",9.85,10.0,60.0,19.93,❌ Écarté,Poste stratégique en développement logiciel chez une entreprise de technologie. ...
33,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",12.0,0.0,60.0,18.0,❌ Écarté,Poste stratégique en développement logiciel chez une entreprise de technologie. ...
34,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",48.8,0.0,60.0,36.4,❌ Écarté,Mission passionnante pour un(e) Approvisionneuse expérimenté(e) chez un fourniss...
34,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",6.43,0.0,60.0,15.21,❌ Écarté,Mission passionnante pour un(e) Approvisionneuse expérimenté(e) chez un fourniss...
34,3,2,Candidat_2,1,13,"sql, java, angular, vue, docker, git, mongodb, mysql",2.4,0.0,60.0,13.2,❌ Écarté,Mission passionnante pour un(e) Approvisionneuse expérimenté(e) chez un fourniss...
34,4,4,Candidat_4,4,9,"node, fastapi, machine learning, deep learning, tensorflow, data science, devops, api",1.35,0.0,60.0,12.68,❌ Écarté,Mission passionnante pour un(e) Approvisionneuse expérimenté(e) chez un fourniss...
34,5,3,Candidat_3,0,5,"kubernetes, azure, linux, excel, devops",8.33,0.0,20.0,8.16,❌ Écarté,Mission passionnante pour un(e) Approvisionneuse expérimenté(e) chez un fourniss...
35,1,1,Candidat_1,1,15,"python, sql, typescript, angular, vue, node, docker, git",50.74,20.0,60.0,43.37,❌ Écarté,"Mission passionnante pour un étudiant en Bachelor IT à La Plateforme, nous reche..."
35,2,2,Candidat_2,5,4,"python, java, machine learning, data science",13.39,50.0,60.0,33.7,❌ Écarté,"Mission passionnante pour un étudiant en Bachelor IT à La Plateforme, nous reche..."
35,3,3,Candidat_3,1,3,"python, terraform, devops",7.44,33.33,60.0,25.72,❌ Écarté,"Mission passionnante pour un étudiant en Bachelor IT à La Plateforme, nous reche..."
35,4,4,Candidat_4,2,10,"sql, angular, aws, azure, power bi, excel, mysql, data analyst",10.59,10.0,60.0,20.3,❌ Écarté,"Mission passionnante pour un étudiant en Bachelor IT à La Plateforme, nous reche..."
35,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.57,0.0,60.0,17.79,❌ Écarté,"Mission passionnante pour un étudiant en Bachelor IT à La Plateforme, nous reche..."
36,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",51.93,70.0,60.0,58.97,🔶 À évaluer,Mission passionnante pour un Data Analyst expérimenté au sein d'une équipe dynam...
36,2,2,Candidat_2,5,5,"python, machine learning, deep learning, computer vision, data science",10.41,20.0,60.0,23.2,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté au sein d'une équipe dynam...
36,3,3,Candidat_3,5,5,"python, machine learning, deep learning, computer vision, data science",10.21,20.0,60.0,23.11,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté au sein d'une équipe dynam...
36,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.63,0.0,60.0,17.32,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté au sein d'une équipe dynam...
36,5,4,Candidat_4,2,1,rest,2.03,0.0,60.0,13.02,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté au sein d'une équipe dynam...
37,1,3,Candidat_3,2,5,"kubernetes, terraform, git, devops, ci/cd",55.52,0.0,60.0,39.76,❌ Écarté,Mission passionnante pour un Senior Cybersecurity Engineer expérimenté pour rejo...
37,2,2,Candidat_2,4,14,"python, sql, java, linux, machine learning, scikit-learn, pandas, power bi",16.92,28.57,60.0,29.03,❌ Écarté,Mission passionnante pour un Senior Cybersecurity Engineer expérimenté pour rejo...
37,3,1,Candidat_1,11,0,,10.56,0.0,60.0,17.28,❌ Écarté,Mission passionnante pour un Senior Cybersecurity Engineer expérimenté pour rejo...
37,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.46,0.0,60.0,17.23,❌ Écarté,Mission passionnante pour un Senior Cybersecurity Engineer expérimenté pour rejo...
37,5,4,Candidat_4,23,0,,3.22,0.0,60.0,13.61,❌ Écarté,Mission passionnante pour un Senior Cybersecurity Engineer expérimenté pour rejo...
38,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",53.32,30.0,60.0,47.66,🔶 À évaluer,Mission passionnante pour un Data Analyst expérimenté ! Notre entreprise recherc...
38,2,3,Candidat_3,1,2,"react, angular",51.23,0.0,60.0,37.61,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté ! Notre entreprise recherc...
38,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.92,0.0,60.0,15.96,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté ! Notre entreprise recherc...
38,4,2,Candidat_2,2,14,"python, docker, aws, git, machine learning, deep learning, computer vision, pytorch",7.58,0.0,60.0,15.79,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté ! Notre entreprise recherc...
38,5,4,Candidat_4,4,9,"node, fastapi, machine learning, deep learning, tensorflow, data science, devops, api",3.66,0.0,60.0,13.83,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté ! Notre entreprise recherc...
39,1,1,Candidat_1,3,1,react,27.41,100.0,60.0,55.7,🔶 À évaluer,Mission passionnante pour un Développeur Full Stack expérimenté chez une entrepr...
39,2,2,Candidat_2,1,8,"java, javascript, react, node, git, mongodb, api, rest",12.22,50.0,60.0,33.11,❌ Écarté,Mission passionnante pour un Développeur Full Stack expérimenté chez une entrepr...
39,3,3,Candidat_3,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",16.78,37.5,60.0,31.64,❌ Écarté,Mission passionnante pour un Développeur Full Stack expérimenté chez une entrepr...
39,4,4,Candidat_4,0,9,"python, machine learning, deep learning, oracle, data science, data analyst, data engineer, agile",13.76,22.22,20.0,17.55,❌ Écarté,Mission passionnante pour un Développeur Full Stack expérimenté chez une entrepr...
39,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.59,0.0,60.0,17.3,❌ Écarté,Mission passionnante pour un Développeur Full Stack expérimenté chez une entrepr...
40,1,1,Candidat_1,1,15,"python, sql, typescript, angular, vue, node, docker, git",54.08,33.33,60.0,49.04,🔶 À évaluer,Mission passionnante pour un Ingénieur Réalité Virtuelle et Augmentée chez notre...
40,2,5,Candidat_5,4,2,"react, elasticsearch",13.35,50.0,60.0,33.67,❌ Écarté,Mission passionnante pour un Ingénieur Réalité Virtuelle et Augmentée chez notre...
40,3,2,Candidat_2,2,6,"angular, machine learning, deep learning, nlp, data science, devops",10.99,16.67,60.0,22.5,❌ Écarté,Mission passionnante pour un Ingénieur Réalité Virtuelle et Augmentée chez notre...
40,4,4,Candidat_4,5,5,"python, machine learning, deep learning, computer vision, data science",5.22,20.0,60.0,20.61,❌ Écarté,Mission passionnante pour un Ingénieur Réalité Virtuelle et Augmentée chez notre...
40,5,3,Candidat_3,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",5.05,26.67,20.0,14.53,❌ Écarté,Mission passionnante pour un Ingénieur Réalité Virtuelle et Augmentée chez notre...
41,1,2,Candidat_2,4,14,"python, sql, java, javascript, git, linux, machine learning, deep learning",58.42,57.14,60.0,58.35,🔶 À évaluer,Votre prochain défi professionnel est un poste stratégique en Data Science et Dé...
41,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",57.63,58.33,20.0,50.31,🔶 À évaluer,Votre prochain défi professionnel est un poste stratégique en Data Science et Dé...
41,3,3,Candidat_3,5,5,"python, machine learning, deep learning, computer vision, data science",24.01,80.0,60.0,48.01,🔶 À évaluer,Votre prochain défi professionnel est un poste stratégique en Data Science et Dé...
41,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",18.85,66.67,60.0,41.43,❌ Écarté,Votre prochain défi professionnel est un poste stratégique en Data Science et Dé...
41,5,4,Candidat_4,4,0,,11.36,0.0,60.0,17.68,❌ Écarté,Votre prochain défi professionnel est un poste stratégique en Data Science et Dé...
42,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",39.86,30.0,60.0,40.93,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté chez notre entreprise. Nou...
42,2,2,Candidat_2,7,3,"docker, devops, api",43.11,0.0,60.0,33.55,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté chez notre entreprise. Nou...
42,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.04,0.0,60.0,17.02,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté chez notre entreprise. Nou...
42,4,3,Candidat_3,7,6,"machine learning, deep learning, nlp, computer vision, data science, llm",8.43,0.0,60.0,16.21,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté chez notre entreprise. Nou...
42,5,4,Candidat_4,6,1,git,0.5,0.0,60.0,12.25,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté chez notre entreprise. Nou...
43,1,2,Candidat_2,2,19,"python, java, javascript, react, angular, node, django, flask",50.62,15.79,60.0,42.05,❌ Écarté,Mission passionnante pour un Data Scientist expérimenté dans le domaine de l'app...
43,2,1,Candidat_1,1,4,"python, machine learning, nlp, data science",19.99,50.0,60.0,36.99,❌ Écarté,Mission passionnante pour un Data Scientist expérimenté dans le domaine de l'app...
43,3,4,Candidat_4,2,10,"sql, java, react, angular, docker, devops, ci/cd, agile",7.29,20.0,60.0,21.64,❌ Écarté,Mission passionnante pour un Data Scientist expérimenté dans le domaine de l'app...
43,4,5,Candidat_5,4,2,"react, elasticsearch",13.09,0.0,60.0,18.55,❌ Écarté,Mission passionnante pour un Data Scientist expérimenté dans le domaine de l'app...
43,5,3,Candidat_3,2,7,"java, aws, nlp, oracle, data engineer, devops, llm",7.88,0.0,60.0,15.94,❌ Écarté,Mission passionnante pour un Data Scientist expérimenté dans le domaine de l'app...
44,1,3,Candidat_3,3,9,"sql, java, angular, kafka, git, postgresql, mysql, api",43.5,11.11,60.0,37.08,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté dans un environnement dyna...
44,2,2,Candidat_2,0,4,"excel, elasticsearch, devops, ci/cd",42.41,25.0,20.0,32.7,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté dans un environnement dyna...
44,3,1,Candidat_1,3,9,"python, sql, git, machine learning, deep learning, power bi, excel, data science",16.79,33.33,60.0,30.39,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté dans un environnement dyna...
44,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",12.04,0.0,60.0,18.02,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté dans un environnement dyna...
44,5,4,Candidat_4,6,3,"react, node, git",2.16,0.0,60.0,13.08,❌ Écarté,Mission passionnante pour un Data Analyst expérimenté dans un environnement dyna...
45,1,3,Candidat_3,3,9,"sql, java, angular, kafka, git, postgresql, mysql, api",42.8,0.0,60.0,33.4,❌ Écarté,Mission passionnante pour un expert en intelligence artificielle chez Behold.AI ...
45,2,1,Candidat_1,6,9,"python, git, machine learning, computer vision, tensorflow, scikit-learn, power bi, data science",13.25,11.11,60.0,21.96,❌ Écarté,Mission passionnante pour un expert en intelligence artificielle chez Behold.AI ...
45,3,2,Candidat_2,18,25,"python, sql, java, javascript, react, angular, django, docker",7.04,8.0,60.0,17.92,❌ Écarté,Mission passionnante pour un expert en intelligence artificielle chez Behold.AI ...
45,4,4,Candidat_4,8,4,"sql, aws, azure, rest",9.46,0.0,60.0,16.73,❌ Écarté,Mission passionnante pour un expert en intelligence artificielle chez Behold.AI ...
45,5,5,Candidat_5,3,20,"sql, java, javascript, typescript, react, angular, node, docker",2.42,0.0,60.0,13.21,❌ Écarté,Mission passionnante pour un expert en intelligence artificielle chez Behold.AI ...
46,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",44.14,33.33,20.0,36.07,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
46,2,3,Candidat_3,2,6,"angular, machine learning, deep learning, nlp, data science, devops",19.27,16.67,60.0,26.64,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
46,3,2,Candidat_2,2,6,"angular, machine learning, deep learning, nlp, data science, devops",18.05,16.67,60.0,26.03,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
46,4,4,Candidat_4,3,7,"sql, react, angular, git, mysql, api, rest",13.32,14.29,60.0,22.95,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
46,5,5,Candidat_5,4,2,"react, elasticsearch",13.03,0.0,60.0,18.52,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
47,1,1,Candidat_1,1,2,"react, angular",68.41,100.0,60.0,76.2,✅ Retenu,Mission passionnante pour un Senior Frontend Developer expérimenté chez notre en...
47,2,3,Candidat_3,2,12,"java, javascript, typescript, react, node, docker, git, mongodb",13.9,58.33,60.0,36.45,❌ Écarté,Mission passionnante pour un Senior Frontend Developer expérimenté chez notre en...
47,3,2,Candidat_2,1,7,"python, sql, git, pandas, numpy, power bi, data analyst",17.01,14.29,60.0,24.79,❌ Écarté,Mission passionnante pour un Senior Frontend Developer expérimenté chez notre en...
